id,symbol,status,date,period,price_at_analysis,position_bias,directional_bias,entry_range,target_range,re_evaluation_level,briefing_notes,result_text,outcome,inactive_datetime
504,XBI,Inactive,2022-10-05T13:22:11.195Z,Short-Term (1-3 weeks),81.75,Long,None,79.97 - 78.06,84.91 - 87.61,< 76.7,Weekly cycle analysis suggests that XBI is due to form a mid-cycle low on the weekly. Low is due end of Sept to early Oct. (This timing is why the trade type is reversal at cycle timing). Daily cycle analysis suggests that XBI is in a short-term rising phase. Slim Ribbon is negative but close to neutralizing. There are rising minor supports below current levels. Favorable is 38.2 - 61.8 retracement zone. Re-eval is 78.6 retracement. Target is the short-term 61.8 - 78.6 retracements.,XBI traded into favorable and has now traded into target.,Target Zone Reached,2022-11-02T19:05:04Z
503,EVH,Inactive,2022-10-04T18:27:13.158Z,Short-Term (1-3 weeks),37.26,Long,None,36.41 - 35.45,38.52 - 39.78,< 34.76,The weekly cycle analysis suggests that EVH is due to form an intermediate-term low. The low is due 9/12 - 10/17. Weekly momentum is positive. The daily cycle analysis suggests that EVH is in a short-term rising phase. Slim Ribbon is close to neutralizing but currently negative. There are short-term supports below current levels. Targeting the 78.6 and prior daily cycle high. A close below the 78.6% on the daily would inactivate the idea.,"EVH tested recent swing highs and then broke the re-evaluation. The weekly low is most likely extending out into late Oct, which is when the next daily low is due.",Re-evaluation Level Hit,2022-10-07T17:29:23Z
502,BAH,Inactive,2022-10-04T14:39:29.734Z,Short-Term (1-3 weeks),97.64,Long,None,95.58 - 93.95,"100.26 - 103.32, 106.06 - 109.55",< 92.78,There is a multi-year base forming in BAH (see screenshot in trade idea post below). Weekly cycle analysis suggests that the stock is due to form a weekly low. Low is due 9/5 - 10/17. Weekly momentum is negative. Daily cycle analysis suggests that BAH is early in a short-term rising phase. The SlimRibbon has now neutralized. The Reversal Scout daily is now positive. There are rising short-term supports below current levels. If BAH closes below the 78.6% daily - we will inactivate the idea. Targeting in short-term the prior all-time high and a minor weekly Fib extension. Intermediate-term target is the 50-61.8% Fib extension shown on the weekly chart. Video will be posted by 10:45 AM ET.,With the market rally in the AM session - BAH is back near top of favorable. We will inactivate and wait for a clearer setup.,Pending / Inactive,2022-10-13T15:26:58Z
501,/HG,Inactive,2022-09-30T16:25:45.104Z,Short-Term (1-3 weeks),3.42,Short,None,3.46 - 3.52,3.27 - 3.24,> 3.59,The weekly cycle analysis suggests that /HG has likely formed an intermediate-term high. Weekly momentum is slightly positive and close to rolling over. There is a mid-cycle low due in mid-Oct. Daily cycle analysis suggests that /HG is in a short-term corrective phase. Copper is testing the falling ribbon which coincides with the favorable entry. Favorable entry is the short-term 50-61.8 Fib retracement Targeting the intermediate-term 78.6 and the recent swing low. If it closes over the 78.6 on the upside we will inactivate the idea.,/HG is still below the favorable entry. However we are noticing strength in copper miners and that is having us re-evaluate the alternate daily in /HG. Given lack of clarity here we will inactivate.,Pending / Inactive,2022-10-04T14:38:30Z
500,NFLX,Inactive,2022-09-29T14:23:38.169Z,Short-Term (1-3 weeks),243.0,Long,None,237.24 - 229.05,250.49 - 266.88,< 227.38,Weekly cycle analysis suggests that NFLX is in weekly rising phase. Stock is a horizontal consolidation while market is correcting. There are short-term supports below current levels. IF the stock loses the low of the bull bar from 9/28 that would render the idea no longer valid. Targeting prior daily cycle high and the short-term 61.8 Fib extension.,NFLX got within a few dollars of the target and then backed off and almost tested the re-evaluation. With the stock now back above the favorable and earnings coming up we will inactivate the idea.,Pending / Inactive,2022-10-05T19:18:35Z
499,BIDU,Inactive,2022-09-20T14:35:42.037Z,Short-Term (1-3 weeks),127.07,Short,None,130.98 - 133.17,121.69 - 117.45,> 136.29,The weekly cycle analysis suggests that BIDU is late in an intermediate-term corrective period. Weekly momentum is negative. The next weekly low is due 9/19  - 10/24. The daily cycle analysis suggests that BIDU is in a short-term corrective period. The SlimRibbon is negative on the daily. There is an out-of-phase minor cycle low due to form. Given the negative configuration of the Ribbon and the daily cycle breakdown - odds favor this would be a bear flag. There are minor resistances above current levels. The favorable entry is the minor 50-61.8. Re-eval is the minor 78.6%. Target is the recent swing low and a minor 100% Fib extension. Trade idea video will be posted by 10:40 AM ET.,BIDU traded into target zone. We will look to establish a new idea.,Target Zone Reached (Early / Missed Entry),2022-09-21T19:00:18Z
498,META,Inactive,2022-09-15T13:58:04.640Z,Short-Term (1-3 weeks),152.75,Short,None,157.58 - 162.85,144.2 - 136.8,> 166.61,Weekly cycle analysis suggests that FB is in an intermediate-term corrective period. Weekly momentum is negative. The next key weekly low is due 10/10 - 11/21. The daily cycle analysis suggests that FB is in a left hand translation (early cycle breakdown). SlimRibbon is now negative. FB is breaking down from a bearish rectangle - this breakdown was accompanied with good volume confirmation. There are falling minor resistances that we are using as the favorable entry. If it gets over the minor 78.6% - we would constitute that as a breakout failure and will inactivate the idea. Video will be posted by 10 AM ET.,META missed favorable entry by a few dollars and sold off hard into the target zone. Stock remains bearish on weekly and daily timeframe.,Target Zone Reached (Early / Missed Entry),2022-09-21T14:56:03Z
497,DPZ,Inactive,2022-09-12T13:52:13.109Z,Short-Term (1-3 weeks),376.0,Short,None,382.21 - 388.38,356.02 - 343.3,> 397.47,The weekly cycle analysis suggests that DPZ has formed an intermediate-term high. Weekly momentum is now negative. The next low is due 10/24 - 12/12. Weekly cycle configuration is negative. The daily cycle analysis suggests that DPZ is in a short-term corrective period. The Slim Ribbon is negative. The stock is testing a short-term resistance zone. Favorable is the short-term 50-61.8% retracement. Targeting the prior swing low and the short-term 161.8% Fib extension. The next daily low is due 9/23 - 10/4. IF it closes over the short-term 78.6% Fib retracement we will inactivate the idea.,DPZ is now in the target. Note how quickly this market failed as it tested the falling ribbon. Good chart to keep in files for future reference.,Target Zone Reached (Early / Missed Entry),2022-09-13T13:39:40Z
496,SBUX,Inactive,2022-09-12T13:31:55.651Z,Short-Term (1-3 weeks),88.99,Long,None,86.79 - 84.83,91.6 - 94.3,< 83.44,The weekly cycle analysis suggests that SBUX has just formed a key intermediate-term low. Weekly momentum remained positive throughout the corrective period. The low was due 8/8 - 9/12. The daily cycle analysis suggests that SBUX is in a short-term rising phase. There are rising supports below current levels. Targeting a move to the short-term 100-127.2% Fib extension. If it closes below the short-term 78.6% Fib retracement - we will inactivate the idea. Video will be posted by 9:40 AM ET.,The conditions for this trade idea have been satisfied. SBUX traded into the favorable and has moved to the target.,Target Zone Reached,2022-09-14T14:58:31Z
495,GRMN,Inactive,2022-09-09T17:06:02.666Z,Intermediate-Term (3-8 weeks),90.6,Short,None,93.57 - 95.18,86.73 - 84.4,> 97.48,The weekly cycle analysis suggests that GRMN is late in a corrective period. The next weekly low is due 9/26 - 10/31. Weekly momentum is negative. Weekly cycle configuration is also negative. The daily cycle analysis suggests that GRMN is in a short-term rising phase. Daily cycle configuration is negative. There are short-term resistances above current levels. Targeting a move to the prior daily cycle low and the base of a short-term Fib extension zone. If it closes over the short-term 78.6% Fib retracement - that would render the idea no longer valid. Trade idea video will be posted by 1:15 PM ET.,The conditions for this Trade Idea have been satisfied. GRMN traded into the favorable entry and has now hit the target. The stock remains in a corrective period on the weekly and daily timeframes. We inactivate it solely for performance tracking purposes.,Target Zone Reached,2022-09-16T15:33:28Z
494,FEZ,Inactive,2022-09-09T14:10:31.022Z,Short-Term (1-3 weeks),34.36,Short,None,34.59 - 35.13,32.84 - 32.19,> 35.66,Weekly cycle analysis suggests that FEZ is late in a corrective period. The weekly low is due 9/26 - 10/31. The daily cycle analysis suggests that FEZ is late in a short-term corrective period. The next daily low is due 9/14 - 9/23. The stock is testing a falling short-term resistances and the SlimRibbon on the daily. Targeting a minor 100% Fib extension and the prior daily cycle low. If it closes over the short-term 61.8% Fib retracement - we will inactivate the idea as it indicates an early short-term low formed. Video will be posted by 10:15 AM ET.,FEZ is trading below the favorable. There is some lack of clarity on the short-term pattern. Will evaluate and see if it can get one more dip into the 33 area (prior swing low).,Pending / Inactive,2022-09-14T16:23:51Z
493,AMD,Inactive,2022-09-08T19:01:06.927Z,Short-Term (1-3 weeks),81.79,Short,None,85.39 - 87.73,78.66 - 71.6,> 90.06,"The weekly cycle analysis suggests that AMD has formed an early intermediate-term high. Weekly cycle configuration is negative. Weekly momentum is now negative. The daily cycle analysis suggests that AMD is  late in a short-term corrective period. Under these conditions, we would expect attempted rallies would fail at the falling SlimRibbon. There are minor resistance above current levels. The favorable entry is the 38.2 - 50% Fib retracement. The 61.8% is the re-evaluation. Targeting the 78.6% Fib retracement and the prior weekly cycle low. The next low on the daily is due 9/15 - 9/23. Video will be posted by 3:15 PM ET.",The conditions for this trade idea have been satisfied. AMD traded into the favorable and is now in the target zone.,Target Zone Reached,2022-09-13T15:19:23Z
492,RS,Inactive,2022-08-29T17:36:54.454Z,Short-Term (1-3 weeks),198.1,Long,None,194.46 - 191.67,205.22 - 212.08,< 187.16,The weekly cycle analysis suggests that RS is in an intermediate-term rising phase. Weekly momentum is positive. The daily cycle analysis suggests that RS is in a short-term rising phase. The SlimRibbon and Reversal Scout are positive on the daily. There are rising minor supports below current levels. Targeting a minor Fib extension zone. If it closes below the daily cycle low support - that would invalidate the idea. Trade Idea video will be posted by 1:45 PM ET.,RS closed below re-evaluation.,Re-evaluation Level Hit,2022-09-01T22:28:25Z
491,SILJ,Inactive,2022-08-25T14:47:23.663Z,Intermediate-Term (3-8 weeks),9.75,Long,None,9.4 - 9.16,"10.11 - 10.45, 10.51 - 10.96",< 8.81,"The weekly cycle analysis suggests that SILJ is in an intermediate-term rising phase. Weekly momentum is now positive. The daily cycle analysis suggests that SILJ was due to form a short-term low. SILJ has a morning star on the daily - this very likely marks the short-term bottom. The favorable entry is the short-term 50-61.8% Fib retracement. Targeting the short-term 78.6% Fib and the prior daily cycle high. Above that zone, we have the short-term Fib extension/target zone. If it closes below the short-term 78.6% Fib retracement - we will inactivate the idea. Trade idea video will be posted by 10:50 AM ET.",SILJ closed below re-evaluation,Re-evaluation Level Hit,2022-09-01T22:28:49Z
490,MDT,Inactive,2022-08-25T13:45:40.038Z,Short-Term (1-3 weeks),89.63,Short,None,91.16 - 92.86,86.7 - 85.7,> 94.06,The weekly cycle analysis suggests that MDT is likely forming an intermediate-term high. Weekly cycle structure is very negative. Momentum remains positive. The daily cycle analysis suggests that MDT is due to form a mid-cycle low on the daily. The stock had a bearish gap post earnings and is now forming what we believe to be a bear flag. There are minor resistances above current levels. Targeting the prior daily cycle low and the short-term 50% Fib extension. If it closes over the minor 78.6% Fib retracement - we will inactivate the idea. Trade idea video will be posted by 9:50 AM ET.,Conditions for this trade idea have been satisfied.,Target Zone Reached,2022-09-01T22:29:18Z
489,CTRA,Inactive,2022-08-18T14:09:50.641Z,Short-Term (1-3 weeks),30.24,Long,None,29.25 - 28.38,31.93 - 33.28,< 27.75,The weekly cycle analysis suggests that CTRA is in an intermediate-term rising phase. Weekly momentum is now positive. The daily cycle analysis suggests that CTRA is in a short-term rising phase. There are rising minor supports below current levels. If it closes below the minor 78.6% Fib retracement - we will inactivate the idea. Targeting a short-term 78.6% - 100% Fib extension zone on the upside. update 8/19: favorable entry (rising minor supports),CTRA is now trading the target zone. Stock remains in a short-term rising phase.,Target Zone Reached (Early / Missed Entry),2022-08-29T14:58:05Z
488,OXY,Inactive,2022-08-15T14:11:11.931Z,Short-Term (1-3 weeks),63.34,Long,None,62.54 - 60.36,66.97 - 69.73,< 58.81,The weekly cycle analysis suggests that OXY has likely formed a key intermediate-term low. Weekly momentum is now positive. The daily cycle analysis suggests that OXY is still early in a short-term rising phase. Slim Ribbon is mildly positive. OXY is testing a short-term support zone. Targeting a short-term 100% Fib extension and the intermediate-term 78.6% Fib retracement. If OXY closes below the short-term 78.6% Fib retracement - we will inactivate the idea.,The conditions for this idea have been satisfied. OXY tested the favorable entry and is now in the target zone.,Target Zone Reached,2022-08-22T13:44:57Z
487,HL,Inactive,2022-08-10T16:47:13.440Z,Short-Term (1-3 weeks),4.67,Long,None,4.32 - 4.15,4.81 - 5.18,< 3.99,The weekly cycle analysis suggests that HL is in an intermediate-term rising phase. Weekly momentum is negative. The daily cycle analysis suggests that HL is late in a short-term rising phase. The Slim Ribbon remains positive. There is a basing cycle forming on the daily. Favorable entry is the rising short-term 38.2 - 50% Fib retracement. If it closes below the short-term 61.8% Fib retracement - that would render the idea no longer valid. Targeting a move to the short-term 78.6% Fib retracement and the prior daily cycle high.,HL in final stages of short-term corrective period. Will let this name form a low before activating.,Pending / Inactive,2022-08-17T16:33:05Z
486,USD/JPY,Inactive,2022-08-10T12:58:46.387Z,Short-Term (1-3 weeks),132.91,Short,None,133.73 - 134.8,131.33 - 129.14,> 135.87,The weekly cycle analysis suggests that the USDJPY is in a corrective period. Weekly momentum is negative. We now have a clear sign of failure at the daily resistance zone in the USDJPY. SlimRibbon remains negative. Upticks into the resistance zone are likely to fail and we are targeting a move to the intermediate-term support zones. The next daily low is due 8/15 - 8/24.,USD/JPY is still in the favorable entry. It had the initial failure at resistance and the expectations were for a swift resolution lower. That has not happened. We are therefore inactivating the idea and will re-evaluate.,Pending / Inactive,2022-08-16T14:28:10Z
485,SHEL,Inactive,2022-08-09T14:26:38.694Z,Short-Term (1-3 weeks),53.27,Long,None,51.82 - 50.26,55.27 - 58.09,< 49.0,The weekly cycle analysis suggests that SHEL has likely formed an intermediate-term low and is early in a rising phase. The low is due 6/20 - 8/8. The daily cycle analysis suggests that SHEL is late in a short-term rising phase. There are rising minor supports below current levels. The Slim Ribbon and Reversal Scout are positive on the daily timeframe. If SHEL closes below the minor 78.6% Fib - we will inactivate the idea. Targeting the intermediate-term 61.8 - 78.6% Fib retracement. Please review the Trade Idea video for a walk through of the analysis.,The conditions for this trade idea have been satisfied. SHEL traded into the favorable entry and has now traded into the target zone.,Target Zone Reached,2022-08-26T15:04:25Z
484,USD/JPY,Inactive,2022-08-03T18:17:48.802Z,Short-Term (1-3 weeks),134.02,Short,None,134.88 - 135.94,131.33 - 129.14,> 137.45,The weekly cycle analysis suggests that the USD/JPY is in a declining phase. Weekly momentum is now negative. The next low is due in mid to late Sept. The daily cycle analysis suggests that the USD/JPY is in a short-term corrective period. The Slim Ribbon is now mildly negative. There are short-term resistances just above current levels (50-61.8% Fib retracements). If it closes over the 78.6% we will inactivate the idea. Targeting the 61.8 - 78.6% weekly Fib retracement zone.,USDJPY just now entering favorable. Inactivating and will wait for a reversal before looking at a new idea.,Pending / Inactive,2022-08-05T14:26:05Z
483,META,Inactive,2022-08-02T14:30:10.882Z,Intermediate-Term (3-8 weeks),158.6,Short,None,169.35 - 177.64,146.29 - 136.07,> 183.85,The weekly cycle analysis suggests that META is on the verge of a weekly cycle breakdown. Cycle structure is extremely negative. Weekly momentum is bearish. The daily cycle analysis suggests that META is in a weak rising phase. Slim Ribbon and Reversal Scout are negative. There are falling short-term resistances just above current levels. Targeting the short-term 78.6 - 100% Fib extension zone. If it makes a new cycle high on the daily timeframe - we will inactivate the idea.,META is trading just below the favorable entry. Strong day today and since it is still early in the short-term rising phase. We will let this rising phase play out before looking on the short side.,Pending / Inactive,2022-08-03T15:47:37Z
482,XOM,Inactive,2022-08-01T14:20:23.721Z,Short-Term (1-3 weeks),94.87,Long,None,92.81 - 89.91,99.71 - 100.25,< 87.84,The weekly cycle analysis suggests that XOM is early in an intermediate-term rising phase. Weekly momentum remains mildly negative. The daily cycle analysis suggests that XOM is forming a swamped daily cycle in the context of a bullish Slim Ribbon. We would expect the Ribbon to act as support if XOM tests lower. There are rising minor Fibonacci supports which coincide with the Ribbon. We are using the 38.2 - 61.8% as the favorable entry. If it closes below the minor 78.6% Fibonacci support level - we will inactivate the idea. Targeting a minor 161.8% Fibonacci extension and an intermediate-term 78.6% Fibonacci resistance level.,XOM remains in the favorable entry. We however see better opportunities elsewhere in the space and are inactivating the idea.,Pending / Inactive,2022-08-15T14:07:05Z
481,LVS,Inactive,2022-07-29T15:08:40.168Z,Short-Term (1-3 weeks),38.04,Long,None,36.52 - 35.46,39.98 - 40.91,< 34.39,The weekly cycle analysis suggests that LVS is in an intermediate-term rising phase. Weekly momentum is positive. The daily cycle analysis suggests that LVS is in a minor corrective period.  Ribbon is bullishly configured on the daily. There are rising short-term supports just below current levels. Targeting a move to the recent daily cycle high and the short-term 161.8% Fib extension. If it closes below the short-term 61.8 Fib we will inactivate the idea. The short-term low is due in early August.,LVS got to within 0.5% of the our target. Inactivating the idea.,Pending / Inactive,2022-08-09T13:50:44Z
480,TAN,Inactive,2022-07-28T18:26:59.192Z,Short-Term (1-3 weeks),81.97,Long,None,80.36 - 78.62,86.01 - 88.99,< 76.88,The weekly cycle analysis suggests that TAN is early in an intermediate-term rising phase. Weekly momentum is positive. The daily cycle analysis suggests that TAN is in a short-term rising phase. The Slim Ribbon is now positive. There are rising supports below current levels. Targeting the minor Fib extension target zone. If it closes below the daily 61.8 Fib that would render the idea no longer valid. Updated levels on 8/1. Momentum gap so far holding - using minor supports for downside levels. Upside level is the recent swing high and top of daily extension zone.,Conditions for the trade idea have been satisfied. Please refer to Discord for much more detail on this trade idea.,Target Zone Reached,2022-08-05T14:23:49Z
479,/ZB,Inactive,2022-07-25T15:38:35.652Z,Short-Term (1-3 weeks),141.21,Long,None,139.09 - 136.31,143.2 - 145.16,< 135.11,The weekly cycle analysis suggests that the /ZB is in an intermediate-term rising phase. Weekly momentum is positive. The daily cycle analysis suggests that /ZB is forming a swamped daily cycle. There is a low due in bonds between late July and early August. Given our analysis on yields (see most recent FutureSpeak on 7/20) - we would expect to see bonds pullback for a couple of days into the rising supports and then get a resumption on the upside. Favorable entry is a minor support zone. Targeting a minor Fib extension zone. If /ZB closes below the minor 78.6% Fib we will inactivate the idea. Please note Fed is on Wednesday and will result in an increase in price volatility.,/ZB is now trading in the target zone. Bonds remain bullish and will look again on a pullback to the daily Ribbon.,Target Zone Reached (Early / Missed Entry),2022-07-28T18:28:32Z
478,FDX,Inactive,2022-07-18T19:46:43.141Z,Short-Term (1-3 weeks),218.2,Short,None,225.06 - 229.58,209.19 - 198.42,> 234.11,The weekly cycle analysis suggests that FDX is forming an intermediate-term high. Weekly momentum is mildly positive. The next key weekly low is due 8/29 - 10/17. The daily cycle analysis suggests that FDX is in a short-term declining phase. The Slim Ribbon is now mildly negative. There are short-term resistances above current levels. Targeting the short-term 78.6 - prior daily cycle low support. If it closes over the short-term 61.8% that would render the idea no longer valid.,FDX has just now entered the favorable. Market appears to be breaking out of a base. Will inactivate this and watch for a better short side opportunity,Pending / Inactive,2022-07-19T18:04:43Z
477,FEZ,Inactive,2022-07-08T13:51:13.693Z,Short-Term (1-3 weeks),34.01,Short,None,34.61 - 35.16,32.92 - 31.53,> 35.71,The weekly cycle analysis suggests that the FEZ is in a corrective period. Weekly momentum is negative. The next minor cycle low is due in late july to early august. The daily cycle analysis suggests that the FEZ is in a short-term corrective period. The Slim Ribbon is negatively configured and we would expect it to act as minor resistance. Targeting a move to the recent swing low and the short-term 127.2% Fib extension. If it closes over the minor 61.8% Fib that would render the idea no longer valid. The next daily low is due 7/22 - 8/4.,FEZ traded to within 1% of the favorable entry and has now traded into the target zone. Stock remains in a declining phase on the weekly and daily timeframe. We will continue to look for short-term continuation patterns with a downward bias.,Target Zone Reached (Early / Missed Entry),2022-07-14T14:17:01Z
476,JD,Inactive,2022-07-05T18:41:20.210Z,Short-Term (1-3 weeks),64.0,Long,None,60.89 - 58.61,66.26 - 68.42,< 56.33,The weekly cycle analysis suggests that JD is in an intermediate-term rising phase. Weekly momentum is positive. The daily cycle analysis suggests that JD is due to form a short-term low. The low is due 7/1 - 7/12. The Slim Ribbon and Reversal Scout are positive on the daily. PO is close to oversold. Targeting move to prior swing highs. If it closes below the minor 61.8% Fib that would render the idea no longer valid. See Trade Idea video for a walk through of the analysis. Updated 7/18: revised the target to the 78.6 to the prior cycle high,Inactivating JD as we test the first resistance pt. Stock rallied around 5% off the favorable and is now showing some minor signs of stalling at the 61.8 Fib. S&Ps are testing resistance zone - will revisit.,Pending / Inactive,2022-07-21T14:14:39Z
475,XLF,Inactive,2022-06-27T14:56:21.351Z,Short-Term (1-3 weeks),32.22,Long,None,31.86 - 31.08,33.16 - 33.77,< 30.68,The weekly cycle analysis suggests that XLF is in an intermediate-term corrective period. The stock is retesting an important breakout area from 2018-2021 (see video). Weekly momentum is negative. The expectation is for the stock to bounce off of this zone and form a bear flag. The next key weekly low is due 8/22 - 10/10. The daily cycle analysis suggests that XLF is in a short-term rising phase. Daily configuration remains negative. Targeting a move to the short-term 50-61.8% Fib retracement. Favorable entry is the minor 38.2 - 78.6% Fib retracement. If it closes below the daily cycle low that would render the idea no longer valid. Trade Idea video will be available by 11: 10 AM ET.,Have not triggered this setup as live as it failed vs the 21 EMA and is now gapping down overnight. Will wait to see if it can put in a higher low before re-evaluating this setup.,Pending / Inactive,2022-06-30T12:46:06Z
474,CMG,Inactive,2022-06-23T13:24:35.129Z,Short-Term (1-3 weeks),1255.0,Short,None,1279.0 - 1305.0,1197.0 - 1158.0,> 1331.0,The weekly cycle analysis suggests that CMG is late in a declining phase. Weekly momentum is negative. The next key low is due 7/11 - 8/22. The daily cycle analysis suggests that the stock is in a left hand translation. SlimRibbon and Reversal Scout are negative. There is a bear flag forming. The PO is in overbought. There are short-term resistances just above current levels. Targeting the prior swing low and the short-term 61.8% Fib extension. If CMG closes over the short-term 61.8% Fib retracement that would render the idea no longer valid.,CMG is at the base of the favorable entry. The extension off the swing low suggests that the daily cycle analysis will need to be revised.,Pending / Inactive,2022-06-29T13:34:26Z
473,GM,Inactive,2022-06-23T13:02:47.572Z,Short-Term (1-3 weeks),33.0,Short,None,33.49 - 34.17,30.71 - 28.28,> 35.14,The weekly cycle analysis suggests that GM is in the late stages of a corrective period. Weekly momentum is negative. Late stages of declining phases carry the highest risk on the downside. The next key weekly low is due 7/4 - 8/15. The daily cycle analysis suggests that GM is in a short-term corrective phase. The Slim Ribbon and Reversal Scout are negative. The favorable entry is a minor 50-61.8% resistance zone. If it closes over the minor 78.6% Fib that would render the idea no longer valid.  Targeting a move to the 100 - 127.2% Fib extension zone on the downside. The next short-term low is due 6/27 - 7/6. *We did a trade idea video walk through on GM - scroll down on this page and click the trade idea post on GM to see the analysis*,GM is below the favorable entry. The extension off the low suggests lower odds of getting to the original target zone. The daily cycle may lengthen out further than expected.,Pending / Inactive,2022-06-29T13:34:55Z
472,AMZN,Inactive,2022-06-21T13:52:11.942Z,Short-Term (1-3 weeks),109.85,Short,None,111.98 - 115.34,101.26 - 93.52,> 118.7,The weekly cycle analysis suggest that AMZN is in a corrective phase. Weekly momentum is negative. The next low is due 8/1 - 9/12. The daily cycle analysis suggests that AMZN is forming a bear flag. The favorable entry is the short-term 38.2 - 50% Fib retracement. If it closes over the 61.8% that would render the idea no longer valid. Targeting the prior daily cycle low and the short-term 61.8% Fib extension.,AMZN is getting some minor selling in the resistance zone and is testing the base of the favorable. The strength we see in AMZN as it tests the resistance indicates the likelihood of a higher low into the early July timing vs a retest of the low.. This suggests a shift from the black cycle being dominant to now the blue cycle,Pending / Inactive,2022-06-27T14:32:59Z
471,/CL,Inactive,2022-06-16T16:07:33.678Z,Short-Term (1-3 weeks),113.42,Long,None,112.84 - 109.5,120.84 - 123.68,< 106.15,The weekly cycle analysis suggests that /CL is late in an intermediate-term rising phase. Weekly momentum is positive. The next weekly low is due late July-late August. The daily cycle analysis suggests a daily low is due to form in mid-June. Slim Ribbon is mildly positive and close to neutralizing. We are targeting the 78.6% retracement and the prior daily cycle high. If it closes below the short-term 61.8% fib that would render the idea no longer valid.,CL sold off sharply on talks of limiting US exports. Today it broke the re-evaluation on further discussions of a gas tax holiday. Sum of the evidence suggests an intermediate term high has formed. The next key low is due in August.,Re-evaluation Level Hit,2022-06-22T22:27:29Z
470,CLF,Inactive,2022-06-09T13:21:56.776Z,Short-Term (1-3 weeks),22.5,Short,None,23.24 - 24.15,21.23 - 20.3,> 25.05,The weekly cycle analysis suggests that CLF is in a corrective period. Weekly momentum is negative. The next key weekly low is due 6/6 - 8/1. The daily cycle analysis suggests that CLF is in a short-term corrective period. The next key daily low is due 6/16 - 6/27. The Slim Ribbon is now neutral. The stock is showing signs of stalling vs the minor resistance. Targeting the short-term 78.6% Fib and the prior daily cycle low. If it gets through the minor 61.8% Fib that would render the idea no longer valid. Trade idea video will be posted by 9:30 AM ET.,CLF is trading in the target zone. Next levels on the downside are the prior daily cycle low at 20.30 and the minor 38.2% Fib extension at 19.41.,Target Zone Reached (Early / Missed Entry),2022-06-09T15:30:45Z
469,CME,Inactive,2022-06-07T14:16:18.615Z,Intermediate-Term (3-8 weeks),200.59,Short,None,202.33 - 207.32,190.16 - 186.19,> 212.31,The weekly cycle analysis suggests that CME is in an intermediate-term corrective period. Weekly momentum is negative (this is why we have this noted as a momentum continuation trade type). The next weekly low is due 6/20 - 8/1. The daily cycle analysis suggests that CME is in the late stages of a short-term rising phase. The Slim Ribbon is neutral. The stock is showing signs of failure vs the minor resistance zone. Targeting the short-term 78.6 and the prior daily cycle low. Note: there is a short-term support zone from 195.47 - 193.28. The next daily low is due 6/22 - 6/30. If the stock closes through the minor 78.6% Fib that would render the trade idea no longer valid.,CME tested the short-term support zone and bounced. Inactivating the idea.,Pending / Inactive,2022-06-13T16:39:36Z
468,/ZC,Inactive,2022-06-06T14:44:44.808Z,Short-Term (1-3 weeks),737.75,Short,None,746.25 - 754.25,721.75 - 706.75,> 762.25,"The weekly cycle analysis suggests that /ZC is in a corrective period. Weekly momentum is negative. The next low is due in July. The daily cycle analysis suggests that /ZC is in a short-term corrective period. The Slim Ribbon, Reversal Scout are negative on the daily. There are minor resistances just above current levels. Targeting the short-term 161.8% fib extension on the downside and the intermediate-term 50% Fib retracement. If ZC closes over the minor 61.8% fib we will inactivate the idea.",Broke through resistance and has closed above re-evaluation.,Re-evaluation Level Hit,2022-06-09T15:27:50Z
467,AMGN,Inactive,2022-06-06T14:26:44.486Z,Short-Term (1-3 weeks),248.34,Long,None,246.26 - 239.03,259.18 - 262.8,< 233.88,The weekly cycle analysis suggests that AMGN is early in an intermediate-term rising phase. Weekly momentum is positive. The daily cycle analysis suggests that AMGN is due to form a short-term low. The low is due in early June. The Slim Ribbon is positive. The stock is testing a short-term support zone. Targeting the 50-61.8% Fib extension zone. If it closes below the 78.6% Fib retracement that would render the idea no longer valid.,AMGN is back near top end of favorable. Inactivating the idea.,Pending / Inactive,2022-06-23T14:02:50Z
466,PAAS,Inactive,2022-06-03T14:54:11.087Z,Intermediate-Term (3-8 weeks),23.78,Long,None,23.06 - 22.35,25.57 - 26.75,< 21.85,The weekly cycle analysis suggests that PAAS is due to form an intermediate-term low (this is why we have this trade ideas as a reversal - at cycle timing trade type). The low is due 4/11 - 5/23. Weekly momentum remains negative. The daily cycle analysis suggests that PAAS is in a short-term rising phase. The Slim Ribbon is now neutral and the Reversal Scout is positive on the daily. There are rising minor supports below current levels. Targeting the intermediate-term 50-61.8% Fib retracement. If PAAS closes below the minor 78.6% Fib retracement we will inactivate the idea. Please review today's trade idea video - we walk through the Silver and PAAS analysis in detail.,"We have not activated the PAAS idea as it got into the support zone too early in the short-term corrective period. We will watch as Silver completes its daily cycle to see if PAAS can form a base. If so, we will set up a new trade idea.",Pending / Inactive,2022-06-09T15:46:45Z
